Title,Season,Episode,Description,Duration,Year,Director,Rating
"The Trial of a Time Lord, Part Two (The Mysterious Planet)",23,2,"<p>The Doctor is saved from the stoning in the nick of time and taken to see the Immortal who wants to use the Doctors far greater knowledge to his advantage. Meanwhile, Peri is taken before Queen Katryca of the local tribe and told that she is to become part of the tribe and take many husbands because there is a shortage of women.</p>",25,1986,Nicholas Mallett,8.8
"The Trial of a Time Lord, Part Three (The Mysterious Planet)",23,3,"<p>The Doctor escapes from the Immortal one and goes to the local tribe, there he is imprisoned along with Glitz and the Immortal one sends a service robot out to retrieve the escaped Time Lord. While the Doctor is imprisoned with Glitz awaiting execution, Glitz informs the Doctor of the true name of the planet.</p>",25,1986,Nicholas Mallett,8.5
"The Trial of a Time Lord, Part Four (The Mysterious Planet)",23,4,<p>Queen Katryca and the rest of the tribesmen arrive at the underground bunker where they confront Drathro The Immortal one. The Doctor tries to convince Drathro that he will repair the Black Light system while he fears that a possible upcoming explosion of the system could have the potential to destroy the universe.</p>,25,1986,Nicholas Mallett,8.5
"The Trial of a Time Lord, Part Five (Mindwarp)",23,5,"<p>After arguments, the Inquisitor warns both the Doctor and the Valeyard, reminding them that they are in judicial proceedings and to behave. The Valeyard then presents evidence relating to the Doctor landing his TARDIS on the planet Thoros Beta where the Doctor and Peri flee in order to avoid being accused of a crime they did not commit. In the process they arrive at a experimental laboratory where they rescue King Yrcanos.</p>",25,1986,Ron Jones,8.5
"The Trial of a Time Lord, Part Six (Mindwarp)",23,6,"<p>As the Valeyard presents events to the Doctor and the Time Lords, the Doctor informs them that he does not remember the events occurring. Peri encounters Matrona who allows her to join Mentor's servants in order to protect her from the guard. As things progress, the Doctor's behavior becomes more erratic as he trys to mislead Dr. Crozier.</p>",25,1986,Ron Jones,8.5
"The Trial of a Time Lord, Part Seven (Mindwarp)",23,7,"<p>Dr. Crozier prepares to transplant Mentor's brain with the help of the Doctor, while king Yrcanos, Peri and Dorf prepare to attack the Mentors. In the laboratory, Dr. Crozier decides that Peri may be a compatible body donor and sends for her.</p>",25,1986,Ron Jones,8.8
"The Trial of a Time Lord, Part Eight (Mindwarp)",23,8,"<p>The Doctor works to free king Yrcanos and Dorf. Kiv prepares for his surgical procedure and Peri is strapped down and shaved in preparation, before the Doctor can help her, the Time Lords extract him for the Trial. The Valeyard then presents what happened next from The Matrix files and the Doctor is shocked at what he see's occur.</p>",25,1986,Ron Jones,8.8
"The Trial of a Time Lord, Part Nine (Terror of the Vervoids)",23,9,"<p>Arriving back in the courtroom, the Doctor starts his defense by showing the future beginning with his arrival onboard the spaceship Hyperion III which is on it's way from the planet Mogar to Earth with a cargo of rare metals. The Doctor shows the court that the TARDIS picked up a distress signal and he responded to it. Upon arrival, the Doctor tells Mel that he can sense evil. They are then captured and brought before Commodore Travers.</p>",25,1986,Chris Clough,8.8
"The Trial of a Time Lord, Part Ten (Terror of the Vervoids)",23,10,"<p>The crew of the Hyperion discover that the Pods have been opened, The Doctor is brought to the bridge where Commander Travers questions him and Mel about murders and disappearing bodies. The Doctor starts to wonder about Dr. Laskey and decides to investigate her.</p>",25,1986,N/A,8.8
"The Trial of a Time Lord, Part Eleven (Terror of the Vervoids)",23,11,"<p>Mel overhears someone plotting to kill all the animal-king onboard the Hyperion and has taped the conversation, unfortunately the tape vanishes. Meanwhile Bruchner is becoming increasingly worried about the situation in the Hydrophics Centre. It is soon discovered that the creatures that emerged from the pods are Vervoids and they are using the ships air ducts to move around unseen.</p>",25,1986,N/A,8.5
"The Trial of a Time Lord, Part Twelve (Terror of the Vervoids)",23,12,"<p>The Vervoids overhear what is planned for them and begin their attempt to prevent it from happening. The ship starts to head towards a black hole and in the attempt to save it, the ship ends up being hijacked adding to the already existing problems. The Doctor then assists the crew in saving their ship and in the process ends up being charged with a more serious charge in the Time Lords trial.</p>",25,1986,N/A,8.3
"The Trial of a Time Lord, Part Thirteen (The Ultimate Foe)",23,13,"<p>As the trial of the Doctor continues, an old foe of the Doctor makes an appearance startling the Doctor, the keeper of the Matrix and the Inquisitor alike. The Doctor and the court then discovers who the Valeyard really is. The Doctor goes inside the Matrix after the Valeyard in an attempt to capture him and also prove his innocence in the process.</p>",25,1986,Chris Clough,8.5
"The Trial of a Time Lord, Part Fourteen (The Ultimate Foe)",23,14,"<p>The Doctor continues his quest to capture and stop the Valeyard, the Master assists him with the help of Glitz, leaving everyone to wonder if the Master may have plans of his own for the Doctor and the Time Lords. As things progress, in the strange world of the Valeyard the Doctor comes closer to either stopping the Valeyards evil plans or the end of his existence.</p>",30,1986,Chris Clough,7
"Time and the Rani, Part One",24,1,"<p>The Doctor wakes after regeneration with memory problems, he is helped by Mel who is telling him about his important project that he has been working on but does not remember. Meanwhile, another Mel is assisting one of the inhabitants of the planet after he mistakes her for one of the Rani's assistants.</p>",25,1987,Andrew Morgan,7.3
"Time and the Rani, Part Two",24,2,"<p>Mel searches for the Doctor and runs into a indigenous life form and has to explain that she is looking for The Doctor who may be able to help his people, meanwhile the Rani works to keep the Doctor convinced that she is Mel so he will help her with her plans.</p>",25,1987,Andrew Morgan,7.5
"Time and the Rani, Part Three",24,3,<p>The Doctor discovers how the Rani is getting the planets residents to cooperate with her. He then trys to trade a part that the Rani needs for Mel.</p>,25,1987,Andrew Morgan,7
"Time and the Rani, Part Four",24,4,<p>The Doctor gradually starts recovering from his regeneration and begins to piece together the Rani' plan after finding the real Melanie. He then discovers that the Rani has taken the greatest minds in history and brought them all together to complete the mathematical calculations related to her nefarious plan to take over the universe.</p>,25,1987,Andrew Morgan,7.5
"Paradise Towers, Part One",24,5,"<p>The Doctor lands the Tardis at a fancy hotel called Paradise Towers where Mel is looking forward to having a good time. When they arrive, things are not quite what they were expecting. Right after landing, the Doctor and Mel meet the Red Kangs and find out about their opponents, the Blue Kangs. </p>",25,1987,Nicholas Mallett,8.3
"Paradise Towers, Part Two",24,6,<p>The Doctor meets with the Red Kangs again and asks them why no one questions all the strange deaths at Paradise Towers.</p>,25,1987,Nicholas Mallett,8.3
"Paradise Towers, Part Three",24,7,"<p>Mel, after having met some very strange ladys, has to work to escape their clutches. Meanwhile the Doctor leans more information about the Great Architect.</p>",25,1987,Nicholas Mallett,8.3
"Paradise Towers, Part Four",24,8,<p>The Great Architect in his new human body sets out to eliminate all the remaining humans in the Towers. The Doctor has to work with both the Red and Blue Kangs to come up with a plan that will stop his plans in their tracks. Pex has a serious decision to make.</p>,25,1987,Nicholas Mallett,8.5
"Delta and the Bannermen, Part One",24,9,"<p>The Doctor and Mel win a trip to Disneyland in 1959 but after an accident in space, they end up in South Wales instead, along with an assassin and his intended victim...</p>",25,1987,Chris Clough,8
"Delta and the Bannermen, Part Two",24,10,"<p>Gavrok and the Bannermen have arrived on Earth, searching for Delta. They slaughter the holidaymakers without compunction to draw her out.</p>",25,1987,Chris Clough,7.8
"Delta and the Bannermen, Part Three",24,11,"<p>As Billy and Ray do what they can to help save Delta and the baby, the Doctor and Goronwy the beekeeper face Gavrok and his Bannermen one last time...</p>",25,1987,Chris Clough,7.8
"Dragonfire, Part One",24,12,"<p>On Iceworld, the Doctor and Mel meet Ace, who has found herself there after a timestorm. While Ace nearly joins Kane's mercenaries, the Doctor and Glitz explore the ice caverns.</p>",25,1987,N/A,7.2
"Dragonfire, Part Two",24,13,"<p>The Doctor and Glitz meet the infamous dragon, which is really a biomechanoid. Meanwhile Kane turns on his allies, as he cannot trust anyone in his search for the dragonfire...</p>",25,1987,N/A,7.4
"Dragonfire, Part Three",24,14,"<p>Shown the archive by the biomechanoid, the Doctor discovers that Kane is from the dead world of Proamon. Mel witnesess the destruction of the Nosferatu and Ace faces temptation.</p>",25,1987,N/A,7.6
"Remembrance of the Daleks, Part One",25,1,<p>The Doctor and Ace land on Earth and the Doctor is curious about a parked van with a strange antenna. The Doctor and Ace then go to I.M. Formans junk yard with the military scientists and discover a alien presence. </p>,25,1988,Andrew Morgan,7.7
"Remembrance of the Daleks, Part Two",25,2,"<p>The Doctor visits a local funeral home to retrieve a coffin shaped device that he calls the 'Hand Of Omega', meanwhile the Daleks use the transmat device in the basement of Coal Hill School to transport to Earth to search for the 'Hand of Omega'.</p>",25,1988,Andrew Morgan,8
"Remembrance of the Daleks, Part Three",25,3,"<p>The Doctor explains what the 'Hand Of Omega' is, meanwhile the 2 Dalek factions struggle against each other to obtain the Gallifreyan device. Ace makes a upsetting discovery.</p>",25,1988,Andrew Morgan,8
"Remembrance of the Daleks, Part Four",25,4,<p>The Doctor has his final encounter with the Daleks involving 'The Hand of Omega'.</p>,25,1988,Andrew Morgan,8.2
"The Happiness Patrol, Part One",25,5,"<p>The Happiness Patrol walk the streets of Terra Alpha, destroying all the killjoys, on the orders of the despotic Helen A. And in the Kandy Kitchen, something terrible lurks...</p>",25,1988,N/A,8.5
